match,teams,stage,city,kickoff_et,block,category,seat,row,buyer_usd,first_seen_et
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,5,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,6,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,7,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,8,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,9,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,10,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,11,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,12,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,13,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,14,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,15,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,16,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,17,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,18,7,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,1,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,2,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,3,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,4,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,5,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,6,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,7,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,8,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,9,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,10,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,11,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,12,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,13,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,14,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,15,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,16,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,17,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,18,8,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,1,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,2,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,3,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,4,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,5,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,6,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,7,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,8,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,9,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,10,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,11,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,12,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,13,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,14,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,15,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,16,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,17,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,18,9,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,1,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,2,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,3,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,4,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,5,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,6,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,7,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,8,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,9,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,10,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,11,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,12,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,13,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,14,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,15,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,16,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,17,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,18,10,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,1,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,2,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,3,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,4,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,5,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,6,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,7,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,8,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,9,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,10,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,11,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,12,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,13,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,14,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,15,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,16,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,17,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,18,11,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,1,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,2,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,3,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,4,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,5,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,6,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,7,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,8,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,9,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,10,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,11,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,12,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,13,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,14,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,15,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,16,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,17,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,223,Category 1,18,12,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,1,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,2,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,3,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,4,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,5,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,6,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,7,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,8,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,9,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,10,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,11,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,12,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,13,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,14,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,15,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,16,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,17,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,18,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,19,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,20,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,21,1,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,1,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,2,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,3,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,4,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,5,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,6,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,7,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,8,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,9,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,10,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,11,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,12,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,13,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,14,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,15,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,16,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,17,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,18,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,19,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,20,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,21,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,22,2,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,1,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,2,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,3,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,4,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,5,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,6,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,7,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,8,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,9,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,10,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,11,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,12,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,13,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,14,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,15,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,16,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,17,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,18,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,19,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,20,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,21,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,22,3,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,1,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,2,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,3,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,4,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,5,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,6,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,7,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,8,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,9,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,10,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,11,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,12,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,13,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,14,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,15,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,16,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,17,4,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,5,5,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,6,5,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,228,Category 1,7,5,1420.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,1,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,2,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,3,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,4,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,5,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,6,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,7,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,8,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,9,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,10,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,11,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,12,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,13,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,14,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,15,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,16,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,17,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,18,1,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,1,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,2,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,3,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,4,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,5,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,6,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,7,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,8,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,9,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,10,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,11,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,12,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,13,2,1420.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,247,Category 1,14,2,1420.25,2026-07-03 23:03:50
